Comuna,Dose,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09
María Elena,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,80,108,122,122,122,140,149,162,172,179,181,181,296,373,423,473,494,494,494,540,580,624,652,666,667,686,722,758,785,822,824,825,827,866,897,950,1010,1044,1083,1085,1130,1184,1213,1243,1276,1301,1307,1428,1595,1689,1768,1871,1882,1884,1953,2024,2091,2132,2164,2164,2164,2203,2286,2352,2388,2491,2507,2507,2536,2675,2779,2790,2917,2917,2917,2932,2995,3007,3038,3040,3041,3041,3059,3155,3161,3172,3199,3199,3199,3222,3231,3256,3275,3290,3291,3291,3310,3338,3350
María Pinto,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,212,319,319,319,457,589,764,981,1151,1151,1151,1362,1534,1696,1809,1924,1924,1924,2015,2081,2127,2180,2212,2212,2212,2350,2485,2635,2778,2917,2917,2917,3043,3183,3306,3473,3645,3645,3645,3770,3860,3964,4114,4282,4282,4282,4348,4417,4489,4621,4770,4770,4770,4893,4989,5072,5207,5207,5207,5207,5291,5367,5446,5515,5560,5560,5560,5598,5656,5723,5772,5836,5836,5836,5902,5943,5977,6040,6096,6096,6096,6158,6183,6207,6227,6322,6322,6322,6383,6452,6528,6614,6720,6720,6720,6826,6914,7003,7103,7214,7214,7214,7358,7506,7595,7709,7709,7709,7709,7846,7992,8151,8297,8455,8455,8455,8632,8768,8778,8778.0,8778..0,8778..190,8778..190,8778..19950,8778..1995800,8778..199580840
María Pinto,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,203,306,307,307,448,573,747,947,1112,1112,1112,1331,1503,1667,1775,1894,1894,1894,1976,2043,2087,2142,2171,2171,2171,2307,2435,2574,2834,2834,2834,2834,2963,3111,3233,3400,3557,3558,3558,3683,3768,3859,3997,4151,4152,4152,4232,4313,4369,4504,4636,4636,4636,4767,4866,4943,5059,5087,5087,5087,5160,5225,5309,5375,5434,5434,5434,5474,5524,5605,5662,5715,5715,5715,5778,5830,5865,5947,5947,5947,5947,6034,6076,6101,6126,6169,6170,6170,6262,6320,6392,6476,6560,6560,6560,6672,6760,6849
Mariquina,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,340,573,756,851,968,1258,1481,1760,1915,2110,2200,2218,2523,2766,2968,3026,3098,3098,3098,3222,3310,3413,3490,3531,3531,3531,3614,3669,3940,4168,4322,4368,4382,4567,4741,4889,5063,5246,5302,5404,5602,5808,5961,6011,6116,6186,6356,6556,6717,6976,7315,7593,7593,7593,7873,7983,8074,8222,8222,8264,8264,8340,8454,8646,8770,8902,8934,8983,9077,9189,9297,9360,9365,9365,9366,9367,9377,9438,9506,9545,9561,9567,9570,9570,9572,9648,9678,9687,9695,9770,9873,9972,10058,10154,10189,10189,10314,10444,10575,10676,10800,10800,10800,10920,11084,11428,11810,11843,12094,12131,12364,12611,12808,12903,13028,13030,13030,13156,13333,13521,13550,13572,13604,13634,13736,13858,13968
Mariquina,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,303,539,716,814,920,1193,1419,1700,1864,2047,2124,2139,2446,2691,2890,2934,3016,3020,3029,3142,3241,3341,3419,3469,3469,3469,3535,3593,3834,4142,4143,4191,4191,4397,4561,4703,4873,5053,5094,5188,5389,5563,5727,5787,5880,5884,6082,6282,6454,6698,7027,7275,7291,7295,7392,7471,7559,7805,7880,7910,7927,7994,8120,8345,8480,8598,8637,8637,8752,8851,8963,9031,9062,9062,9062,9080,9099,9163,9256,9256,9281,9282,9318,9335,9359,9422,9457,9457,9457,9497,9588,9694,9782,9812,9842,9857,9984,10137,10238
Maule,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,386,785,1113,1385,1629,1915,2148,2384,2591,2668,2766,3067,3346,3536,3721,3945,4009,4064,4201,4362,4500,4654,4783,4783,4783,4937,5132,5239,5341,5468,5501,5523,5670,5854,6118,6420,6731,6791,6847,7141,7410,7629,7897,8077,8273,8394,8593,8881,9071,9302,9500,9500,9500,9714,9854,10055,10275,10275,10275,10275,10369,10540,10702,10886,11031,11031,11031,11101,11140,11232,11271,11324,11324,11324,11398,11475,11543,11629,11694,11694,11694,11750,11788,11833,11866,11956,11956,11957,12041,12175,12301,12439,12555,12555,12555,12697,12867,13000,13182,13312,13312,13312,13485,13737,13974,14250,14250,14436,14709,15294,15989,16434,17028,17411,17714,18031,18515,18791,18969,19067,19155,19279,19424,19499,19639,19776
Maule,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,371,764,1067,1309,1585,1835,2067,2297,2510,2591,2692,2999,3219,3417,3607,3773,3888,3946,4087,4232,4371,4512,4636,4636,4636,4795,4973,5110,5294,5294,5294,5294,5514,5701,5967,6232,6524,6524,6524,6841,7114,7403,7624,7871,7871,7871,8221,8539,8780,8990,9181,9183,9183,9409,9591,9770,9928,9979,9979,9979,10074,10257,10401,10562,10673,10673,10673,10780,10846,10916,10992,11031,11031,11031,11092,11168,11240,11340,11340,11345,11360,11458,11520,11569,11629,11685,11688,11695,11779,11883,12016,12150,12238,12250,12253,12393,12553,12703
Maullín,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,232,293,308,308,609,907,1067,1196,1423,1637,1637,1714,2261,2300,2314,2483,2483,2483,2646,2815,2902,3016,3230,3230,3230,3238,3327,3518,3626,3666,3680,3680,3749,3933,4038,4177,4278,4383,4383,4413,4640,4661,4671,4728,4728,4728,4906,5178,5266,5354,5468,5468,5468,5654,5777,5934,6037,6037,6037,6037,6153,6256,6336,6343,6416,6489,6489,6583,6693,6866,7242,7308,7308,7308,7320,7321,7322,7322,7322,7322,7322,7386,7482,7581,7615,7615,7615,7615,7647,7672,7686,7716,7728,7728,7728,7756,7787,7821,7857,7871,7871,7871,7908,7964,7987,8019,8019,8019,8019,8162,8326,8425,8542,8542,8542,8542,8694,8845,8881,8897,8899,8899,8899,8899.0,8899.840,8899.840
Maullín,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,226,287,302,302,591,871,1026,1156,1385,1568,1568,1633,2166,2223,2241,2394,2394,2394,2668,2840,2935,3045,3121,3121,3121,3142,3189,3315,3460,3460,3460,3460,3587,3682,3892,3906,4039,4138,4138,4220,4360,4400,4450,4518,4519,4519,4691,4894,5079,5152,5187,5187,5187,5368,5550,5694,5717,5723,5723,5723,5828,5942,6013,6112,6134,6134,6134,6248,6390,6569,6901,6969,6969,6969,6994,7015,7018,7034,7034,7034,7034,7050,7201,7266,7273,7279,7279,7279,7364,7423,7440,7475,7507,7508,7508,7514,7557,7562
Mejillones,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,127,152,194,194,194,284,435,602,755,898,1064,1064,1202,1337,1446,1562,1616,1616,1616,1685,1739,1781,1820,1847,1847,1847,1897,1970,2030,2083,2133,2133,2133,2247,2336,2433,2539,2618,2662,2662,2856,3065,3290,3551,3724,3724,3724,4105,4421,4675,4869,5038,5038,5038,5217,5386,5534,5656,5659,5659,5659,5751,5816,5902,5985,6057,6057,6057,6134,6203,6285,6360,6453,6453,6453,6496,6514,6526,6548,6577,6577,6577,6585,6595,6609,6622,6650,6650,6650,6714,6776,6826,6878,6925,6925,6925,6993,7074,7164,7240,7313,7313,7313,7418,7518,7625,7699,7699,7699,7699,7874,8076,8283,8416,8570,8570,8570,8750,8863,8974,9011,9032,9032,9032,9041,9064,9156
Mejillones,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,121,146,186,186,186,271,416,591,729,874,1007,1007,1150,1289,1392,1515,1562,1562,1562,1628,1679,1721,1765,1800,1800,1800,1852,1914,1977,2030,2050,2050,2050,2172,2263,2366,2458,2551,2551,2551,2745,2923,3125,3346,3531,3536,3536,3898,4196,4466,4673,4816,4821,4821,5012,5156,5301,5412,5444,5444,5444,5518,5613,5693,5765,5819,5824,5824,5865,5968,6040,6103,6175,6176,6176,6218,6269,6306,6342,6343,6343,6343,6374,6399,6431,6448,6482,6482,6482,6537,6606,6656,6700,6735,6735,6735,6813,6879,6966
Melipeuco,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,127,159,194,194,194,306,424,508,620,709,709,709,837,962,1086,1185,1236,1236,1236,1283,1342,1372,1420,1446,1446,1446,1473,1510,1547,1587,1627,1627,1627,1663,1718,1750,1806,1888,1888,1888,1950,2011,2079,2117,2167,2167,2167,2209,2235,2268,2309,2348,2348,2348,2397,2424,2455,2503,2503,2503,2503,2546,2588,2638,2668,2697,2697,2697,2698,2756,2797,2822,2847,2847,2847,2884,2914,2952,2971,2997,2997,2997,3017,3031,3044,3057,3091,3091,3091,3129,3170,3201,3218,3257,3257,3257,3294,3324,3359,3390,3438,3438,3438,3458,3484,3517,3552,3552,3552,3552,3643,3732,3829,3829,3829,3829,3829,3898,3950,3965,3966,3968,3968,3968,3972,3975,3986
Melipeuco,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,111,145,179,179,179,286,406,483,592,682,682,682,797,892,1028,1129,1189,1189,1189,1243,1272,1328,1359,1390,1390,1390,1420,1454,1486,1529,1529,1529,1529,1574,1607,1637,1705,1789,1789,1789,1836,1930,2016,2038,2091,2091,2091,2134,2168,2206,2239,2276,2276,2276,2330,2358,2364,2423,2443,2443,2443,2480,2519,2560,2587,2613,2613,2613,2650,2691,2716,2744,2761,2761,2761,2791,2813,2846,2876,2876,2876,2876,2915,2947,2975,2984,3023,3023,3024,3047,3068,3087,3110,3132,3132,3132,3148,3171,3195
Melipilla,First,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,54,54,54,54,54,54,54,54,299,1034,1831,2530,2606,2675,4143,5637,7496,9124,10514,10514,10514,12659,14140,15622,16929,17830,17830,17830,18814,19447,20014,20645,21121,21121,21121,22232,23440,24861,26131,26236,26680,26680,28125,29365,30511,31928,32928,32928,32928,34116,35291,36299,37588,38912,38912,38912,40026,41054,42291,43502,44956,44956,44956,46364,47395,48318,49198,49198,49198,49198,49693,50226,50712,51160,51477,51477,51477,51937,52449,52967,53450,53844,53844,53844,54017,54212,54436,54798,54951,54952,54952,55199,55234,55329,55478,55902,55902,55902,56214,56946,57783,58597,59215,59215,59215,60197,61194,62130,62854,63418,63418,63418,64571,65626,66702,67732,67732,68216,68216,69974,71759,73511,75167,76397,77166,77166,79095,80308,81126,81221,81244,81244.0,81244.0,81244.540,81244.541020,81244.541023540
Melipilla,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,48,50,50,50,50,50,50,276,832,1462,2156,2358,2481,3907,5377,7235,8782,10084,10085,10085,12219,13957,15714,17257,18258,18258,18258,19087,19665,20042,20397,20632,20633,20633,21713,22869,24216,25367,25367,25367,25367,27214,28532,29663,31027,31941,31943,31943,33133,34292,35290,36486,37602,37603,37603,38380,39640,40700,42006,42959,42965,42965,44092,44413,44693,46197,46593,46593,46593,47164,48080,48832,49361,49700,49702,49702,50234,50806,51212,51485,51770,51770,51770,52020,52565,52872,53249,53249,53290,53290,53691,53944,54135,54338,54660,54690,54690,54844,55610,56315,56977,57506,57507,57507,58372,59442,60385
Molina,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,418,843,1217,1281,1281,1894,2556,3185,3761,4434,4446,4446,5085,5633,6060,6510,6944,6975,6975,7295,7527,7692,7888,8041,8041,8041,8457,8934,9400,9848,10213,10233,10233,10668,11074,11472,11929,12349,12358,12358,12809,13252,13602,13955,14271,14400,14400,14743,14988,15288,15583,15971,16022,16022,16377,16694,17007,17386,17386,17391,17391,17673,17977,18196,18409,18617,18707,18707,18831,18968,19109,19203,19298,19388,19388,19516,19599,19688,19807,19910,19961,19961,20051,20106,20214,20301,20533,20552,20552,20802,21023,21272,21541,21796,22100,22100,22469,22824,23161,23481,23904,23917,23917,24356,24756,25265,25625,25692,26010,26010,26545,27082,27582,27981,28329,28420,28420,28902,29308,29631,29840,30007,30206,30206,30356,30525,30676
Molina,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,392,802,1152,1213,1213,1798,2426,3056,3612,4236,4248,4248,4927,5475,5913,6354,6750,6798,6798,7124,7368,7526,7713,7884,7888,7888,8261,8703,9144,9586,9586,9586,9586,10317,10750,11154,11568,12004,12029,12029,12440,12857,13170,13520,13819,13964,13964,14319,14575,14863,15145,15488,15577,15577,15935,16260,16517,16816,16934,16945,16945,17205,17453,17717,17908,18105,18210,18210,18354,18505,18657,18769,18889,18921,18921,19048,19163,19267,19399,19401,19420,19420,19614,19734,19863,19930,20082,20096,20096,20356,20608,20805,21046,21267,21322,21322,21726,22187,22567
Monte Patria,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,190,270,270,270,270,270,270,270,270,270,270,270,270,270,421,523,673,673,673,982,1408,1727,2069,2367,2384,2384,2619,2865,3109,3381,3575,3575,3575,3714,3833,3975,4147,4279,4279,4279,4518,4840,5123,5368,5637,5637,5637,5838,6087,6295,6555,6855,6855,6855,7080,7368,7610,7732,7863,7863,7863,8064,8246,8421,8665,8887,8887,8887,9100,9357,9525,9773,9773,9773,9773,9940,10129,10264,10382,10587,10587,10587,10714,10865,10963,11079,11204,11204,11204,11322,11415,11494,11585,11670,11670,11670,11752,11863,11941,12041,12113,12113,12113,12251,12427,12581,12737,12932,12932,12932,13111,13304,13468,13655,13904,13907,13907,14110,14314,14464,14682,14682,14682,14682,15015,15328,15550,15849,16120,16120,16120,16167,16361,16584,16696,16776,16776,16776,17019,17218,17407
Monte Patria,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,180,266,266,266,266,266,266,266,266,266,266,266,266,266,266,269,270,270,270,270,270,413,506,643,643,643,932,1322,1613,1909,2252,2252,2252,2494,2759,3012,3221,3485,3485,3485,3611,3741,3874,4043,4166,4169,4169,4411,4705,4959,5218,5220,5220,5221,5624,5907,6109,6363,6659,6659,6659,6877,7139,7365,7501,7655,7655,7655,7831,8002,8169,8393,8595,8595,8595,8819,9052,9215,9466,9525,9525,9525,9653,9806,9946,10077,10299,10301,10301,10417,10562,10664,10783,10913,10913,10913,11015,11117,11195,11324,11324,11325,11325,11454,11520,11586,11705,11790,11790,11790,11876,12027,12177,12319,12451,12452,12452,12652,12853,12986
Mostazal,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,140,140,140,140,140,140,140,140,140,140,140,140,140,140,161,249,394,506,506,506,717,911,1500,1817,2038,2053,2053,2436,2819,3130,3300,3440,3453,3453,3629,3829,3936,4013,4078,4092,4092,4435,4711,4863,5045,5227,5236,5236,5444,5668,5862,6140,6324,6328,6328,6607,6843,7030,7204,7369,7369,7369,7608,7847,8017,8264,8539,8540,8540,8799,8977,9141,9325,9325,9325,9325,9413,9560,9722,9814,9826,9826,9826,9984,10109,10227,10298,10378,10378,10378,10446,10507,10552,10654,10716,10716,10716,10819,10824,10872,10980,11018,11018,11018,11197,11380,11534,11715,11874,11874,11874,12066,12273,12469,12615,12782,12782,12782,13013,13271,13476,13724,13724,13724,13724,14031,14352,14639,14863,15105,15106,15106,15418,15577,15630,15732,15834,15834,15834,15999,16144,16304
Mostazal,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,135,135,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,161,247,400,494,494,494,709,906,1466,1781,2000,2022,2022,2419,2787,3087,3254,3399,3406,3406,3574,3782,3899,3975,4032,4050,4050,4386,4668,4816,5104,5104,5104,5104,5350,5575,5787,6045,6234,6234,6234,6499,6666,6883,7081,7249,7249,7249,7462,7697,7878,8110,8351,8352,8352,8635,8810,8994,9149,9179,9179,9179,9279,9407,9561,9649,9681,9682,9682,9824,9946,10051,10132,10206,10206,10206,10272,10336,10388,10524,10524,10524,10524,10628,10662,10707,10800,10876,10877,10877,11053,11220,11354,11527,11667,11670,11671,11883,12082,12250
Mulchén,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,651,832,832,832,1237,1805,2325,2816,3261,3295,3295,3756,4080,4303,4449,4629,4629,4629,4800,4935,5066,5231,5483,5483,5483,5724,5980,6202,6389,6640,6640,6640,6930,7220,7593,8229,8770,9079,9079,9774,10491,11150,11645,11939,12053,12053,12252,12362,12438,12538,12665,12665,12665,12783,12879,12947,13026,13026,13026,13026,13123,13198,13281,13355,13427,13433,13433,13485,13500,13553,13615,13679,13679,13679,13728,13771,13794,13839,13875,13890,13890,13940,13969,14000,14032,14051,14051,14051,14138,14212,14284,14357,14442,14457,14457,14559,14654,14768,14866,14958,14958,14958,15082,15229,15362,15488,15488,15488,15488,15766,15987,16244,16463,16748,16921,16921,17147,17379,17576,17744,17907,17907,17907,17931,18009,18170
Mulchén,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,416,603,775,775,775,1141,1680,2185,2620,3056,3091,3091,3568,3908,4142,4308,4489,4505,4505,4674,4819,4942,5105,5335,5339,5339,5583,5792,5994,6133,6133,6133,6133,6595,6891,7263,7835,8350,8542,8542,9224,9721,10384,10905,11233,11235,11235,11545,11748,11882,12024,12158,12201,12201,12325,12429,12529,12602,12634,12634,12634,12718,12790,12882,12977,13044,13045,13045,13106,13148,13199,13242,13304,13304,13304,13364,13412,13457,13508,13508,13509,13509,13596,13635,13684,13730,13768,13786,13786,13835,13891,13957,14021,14104,14105,14105,14222,14320,14430
Nacimiento,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,457,584,651,651,924,1227,1641,2014,2407,2612,2612,2973,3233,3492,3668,3831,3831,3831,4016,4174,4327,4471,4552,4552,4552,4794,5081,5380,5588,5775,5809,5809,6095,6333,6601,6973,7248,7357,7357,7662,7932,8173,8444,8637,8637,8637,8842,9019,9245,9497,9765,9765,9765,10005,10183,10427,10716,10716,10716,10716,10891,11039,11191,11361,11467,11467,11467,11578,11689,11793,11906,12051,12073,12073,12133,12173,12210,12273,12335,12349,12349,12428,12490,12561,12615,12671,12671,12671,12809,12929,13071,13218,13343,13343,13343,13517,13710,13894,14074,14225,14225,14225,14406,14574,14705,14859,14859,14859,14859,15114,15379,15671,15960,16180,16180,16180,16483,16723,16898,17053,17190,17190,17190,17230,17257,17308
Nacimiento,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,394,509,556,556,817,1127,1513,1891,2266,2412,2412,2854,3123,3367,3571,3732,3732,3732,3907,4060,4212,4362,4434,4434,4434,4664,4928,5223,5402,5402,5402,5402,5903,6146,6407,6771,6997,6997,6997,7384,7653,7865,8137,8343,8355,8355,8556,8742,8964,9195,9404,9416,9416,9681,9901,10132,10334,10388,10388,10388,10562,10744,10885,11046,11148,11148,11148,11242,11386,11494,11606,11739,11739,11739,11832,11893,11948,12019,12019,12019,12019,12137,12253,12350,12418,12471,12471,12471,12567,12657,12750,12852,12961,12961,12962,13129,13307,13472
Nancagua,First,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,344,548,688,688,688,829,1069,1360,1544,1719,1719,1719,1889,2087,2289,2468,2550,2550,2550,2647,2730,2840,2943,2978,2978,2978,3145,3326,3566,3749,3871,3871,3871,4051,4224,4434,4553,4770,4770,4770,4929,5032,5143,5247,5361,5361,5361,5444,5560,5692,5843,5940,5940,5940,6083,6222,6413,6560,6560,6560,6560,6614,6726,6850,6853,6865,6865,6865,6865,6955,7072,7136,7211,7211,7211,7282,7348,7435,7502,7532,7532,7532,7574,7609,7661,7711,7734,7734,7734,7823,7925,8040,8187,8280,8280,8280,8372,8540,8721,8839,8974,8974,8974,9138,9324,9543,9862,9862,9862,9862,10040,10297,10536,10728,10813,10813,10813,10927,11121,11213,11246,11276,11276,11276,11341,11408,11543
Nancagua,Second,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,132,132,132,132,132,312,498,636,636,636,786,1006,1293,1460,1640,1641,1641,1815,2021,2227,2402,2479,2479,2479,2585,2671,2783,2883,2920,2920,2920,3078,3256,3486,3688,3688,3688,3688,3946,4130,4335,4451,4671,4671,4671,4821,4925,5026,5132,5248,5248,5248,5333,5447,5582,5725,5828,5828,5828,5964,6099,6265,6405,6412,6412,6412,6474,6587,6706,6732,6749,6749,6749,6752,6839,6944,7017,7092,7092,7092,7159,7224,7316,7389,7389,7389,7389,7460,7509,7547,7577,7598,7598,7598,7677,7776,7877,8007,8109,8109,8109,8207,8374,8533
Natales,First,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,51,531,983,1347,1347,1347,1746,2125,2667,3221,3571,3571,3571,4118,4475,4886,5107,5311,5311,5311,5432,5594,5683,5753,5793,5793,5793,6000,6268,6546,6791,6935,6935,6935,7097,7244,7397,7626,7784,7784,7784,8061,8317,8529,8750,8913,8913,8913,9072,9169,9312,9428,9622,9622,9622,9893,10059,10187,10350,10350,10350,10350,10465,10595,10749,10891,10988,10988,10988,11158,11292,11458,11573,11675,11675,11675,11840,11938,12021,12105,12189,12189,12189,12242,12296,12369,12430,12504,12504,12504,12610,12769,12884,12978,13098,13098,13098,13235,13411,13583,13695,13854,13854,13854,13984,14242,14451,14651,14651,14651,14651,15008,15208,15535,15776,15956,15956,15956,16152,16152,16153,16162,16172,16172,16172,16176,16188,16188.0
